short_description,description,category,incident
Erreur lors de l'ouverture de session,Demande d'ouverture de compte pour un nouvel employé.,Mobile money / Fintech,0
Erreur lors de l'ouverture de session,Nouvelle imprimante à installer pour l'équipe marketing.,End user and support,1
Mise à jour du logiciel,Un utilisateur a dépassé le nombre de tentatives de connexion autorisées.,Data center,1
Erreur lors de l'ouverture de session,Un utilisateur a dépassé le nombre de tentatives de connexion autorisées.,Mobile money / Fintech,0
Demande de création de compte,L'utilisateur ne peut pas accéder à Internet depuis son poste.,End user and support,1
Erreur dans le système de messagerie,Un utilisateur a dépassé le nombre de tentatives de connexion autorisées.,Entreprise application,1
Demande de création de compte,Panne d'alimentation détectée dans la salle des serveurs.,Telecom,0
Mise à jour du logiciel,Les messages entrants ne sont pas reçus par les utilisateurs.,Entreprise application,0
Compte utilisateur bloqué,Un utilisateur a dépassé le nombre de tentatives de connexion autorisées.,Data center,0
Requête pour une formation,Un employé souhaite s'inscrire à une formation interne.,Mobile money / Fintech,1
Demande de création de compte,Le technicien demande un accès administratif pour le serveur de production.,Mobile money / Fintech,1
Demande d'accès au serveur,Un employé souhaite s'inscrire à une formation interne.,IT Cloud,1
Compte utilisateur bloqué,L'utilisateur ne peut pas accéder à Internet depuis son poste.,Mobile money / Fintech,1
Demande de création de compte,L'ouverture de session échoue avec un message d'erreur inconnu.,Data center,1
Erreur dans le système de messagerie,Un utilisateur a dépassé le nombre de tentatives de connexion autorisées.,Telecom,1
Requête pour une formation,Demande d'ouverture de compte pour un nouvel employé.,Entreprise application,1
Demande de création de compte,Le technicien demande un accès administratif pour le serveur de production.,Data center,1
Erreur lors de l'ouverture de session,Demande d'ouverture de compte pour un nouvel employé.,End user and support,1
Mise à jour du logiciel,Panne d'alimentation détectée dans la salle des serveurs.,End user and support,0
Compte utilisateur bloqué,Les messages entrants ne sont pas reçus par les utilisateurs.,Mobile money / Fintech,1
Problème de connexion réseau,Panne d'alimentation détectée dans la salle des serveurs.,End user and support,0
Mise à jour du logiciel,Demande d'ouverture de compte pour un nouvel employé.,End user and support,1
Demande d'accès au serveur,Nouvelle imprimante à installer pour l'équipe marketing.,IT Cloud,0
Erreur lors de l'ouverture de session,Demande d'ouverture de compte pour un nouvel employé.,End user and support,1
Problème d'alimentation électrique,L'ouverture de session échoue avec un message d'erreur inconnu.,Mobile money / Fintech,1
Problème de connexion réseau,Nouvelle imprimante à installer pour l'équipe marketing.,Entreprise application,1
Problème d'alimentation électrique,Panne d'alimentation détectée dans la salle des serveurs.,Data center,0
Mise à jour du logiciel,L'ouverture de session échoue avec un message d'erreur inconnu.,End user and support,1
Problème de connexion réseau,Une mise à jour critique du logiciel est demandée par le service IT.,IT Cloud,1
Problème d'alimentation électrique,Un employé souhaite s'inscrire à une formation interne.,Data center,1
Requête pour une formation,Les messages entrants ne sont pas reçus par les utilisateurs.,Data center,0
Demande de création de compte,Panne d'alimentation détectée dans la salle des serveurs.,Telecom,0
Compte utilisateur bloqué,L'ouverture de session échoue avec un message d'erreur inconnu.,Mobile money / Fintech,1
Compte utilisateur bloqué,Le technicien demande un accès administratif pour le serveur de production.,Entreprise application,1
Installation d'une nouvelle imprimante,Une mise à jour critique du logiciel est demandée par le service IT.,Entreprise application,0
Mise à jour du logiciel,Demande d'ouverture de compte pour un nouvel employé.,Telecom,1
Erreur lors de l'ouverture de session,Nouvelle imprimante à installer pour l'équipe marketing.,End user and support,0
Compte utilisateur bloqué,Demande d'ouverture de compte pour un nouvel employé.,Mobile money / Fintech,0
Demande d'accès au serveur,Panne d'alimentation détectée dans la salle des serveurs.,Data center,1
Requête pour une formation,L'utilisateur ne peut pas accéder à Internet depuis son poste.,IT Cloud,0
Erreur dans le système de messagerie,Nouvelle imprimante à installer pour l'équipe marketing.,End user and support,1
Demande de création de compte,Un utilisateur a dépassé le nombre de tentatives de connexion autorisées.,IT Cloud,0
Compte utilisateur bloqué,Nouvelle imprimante à installer pour l'équipe marketing.,End user and support,0
Erreur lors de l'ouverture de session,L'ouverture de session échoue avec un message d'erreur inconnu.,End user and support,0
Problème de connexion réseau,L'ouverture de session échoue avec un message d'erreur inconnu.,Mobile money / Fintech,0
Compte utilisateur bloqué,Nouvelle imprimante à installer pour l'équipe marketing.,End user and support,1
Installation d'une nouvelle imprimante,Un utilisateur a dépassé le nombre de tentatives de connexion autorisées.,Mobile money / Fintech,1
Requête pour une formation,Le technicien demande un accès administratif pour le serveur de production.,Data center,1
Installation d'une nouvelle imprimante,Panne d'alimentation détectée dans la salle des serveurs.,IT Cloud,1
Installation d'une nouvelle imprimante,Demande d'ouverture de compte pour un nouvel employé.,Entreprise application,1
Erreur dans le système de messagerie,Un employé souhaite s'inscrire à une formation interne.,Mobile money / Fintech,0
Demande de création de compte,L'utilisateur ne peut pas accéder à Internet depuis son poste.,Mobile money / Fintech,1
Problème d'alimentation électrique,L'utilisateur ne peut pas accéder à Internet depuis son poste.,Data center,0
Problème d'alimentation électrique,Un utilisateur a dépassé le nombre de tentatives de connexion autorisées.,Telecom,0
Erreur lors de l'ouverture de session,Les messages entrants ne sont pas reçus par les utilisateurs.,Telecom,1
Requête pour une formation,Panne d'alimentation détectée dans la salle des serveurs.,End user and support,1
Demande de création de compte,Nouvelle imprimante à installer pour l'équipe marketing.,End user and support,1
Mise à jour du logiciel,L'ouverture de session échoue avec un message d'erreur inconnu.,Mobile money / Fintech,1
Requête pour une formation,Panne d'alimentation détectée dans la salle des serveurs.,Entreprise application,1
Problème de connexion réseau,Demande d'ouverture de compte pour un nouvel employé.,Data center,1
Demande de création de compte,L'ouverture de session échoue avec un message d'erreur inconnu.,End user and support,1
Requête pour une formation,Nouvelle imprimante à installer pour l'équipe marketing.,End user and support,0
Erreur dans le système de messagerie,L'utilisateur ne peut pas accéder à Internet depuis son poste.,End user and support,0
Problème d'alimentation électrique,Un utilisateur a dépassé le nombre de tentatives de connexion autorisées.,Mobile money / Fintech,0
Erreur lors de l'ouverture de session,Panne d'alimentation détectée dans la salle des serveurs.,Mobile money / Fintech,1
Demande d'accès au serveur,Les messages entrants ne sont pas reçus par les utilisateurs.,IT Cloud,0
Problème de connexion réseau,Une mise à jour critique du logiciel est demandée par le service IT.,Mobile money / Fintech,1
Demande d'accès au serveur,Les messages entrants ne sont pas reçus par les utilisateurs.,Entreprise application,1
Problème de connexion réseau,Un employé souhaite s'inscrire à une formation interne.,Entreprise application,1
Mise à jour du logiciel,Un employé souhaite s'inscrire à une formation interne.,End user and support,1
Compte utilisateur bloqué,Un utilisateur a dépassé le nombre de tentatives de connexion autorisées.,Entreprise application,0
Problème d'alimentation électrique,Nouvelle imprimante à installer pour l'équipe marketing.,IT Cloud,0
Erreur dans le système de messagerie,Le technicien demande un accès administratif pour le serveur de production.,End user and support,1
Mise à jour du logiciel,Une mise à jour critique du logiciel est demandée par le service IT.,Entreprise application,1
Requête pour une formation,Les messages entrants ne sont pas reçus par les utilisateurs.,End user and support,1
Compte utilisateur bloqué,L'ouverture de session échoue avec un message d'erreur inconnu.,IT Cloud,0
Demande d'accès au serveur,Le technicien demande un accès administratif pour le serveur de production.,End user and support,0
Erreur dans le système de messagerie,Panne d'alimentation détectée dans la salle des serveurs.,Mobile money / Fintech,0
Erreur lors de l'ouverture de session,L'ouverture de session échoue avec un message d'erreur inconnu.,IT Cloud,1
Requête pour une formation,Le technicien demande un accès administratif pour le serveur de production.,IT Cloud,0
Erreur dans le système de messagerie,L'utilisateur ne peut pas accéder à Internet depuis son poste.,End user and support,0
Demande d'accès au serveur,Un utilisateur a dépassé le nombre de tentatives de connexion autorisées.,Data center,1
Demande de création de compte,Panne d'alimentation détectée dans la salle des serveurs.,IT Cloud,0
Demande d'accès au serveur,Le technicien demande un accès administratif pour le serveur de production.,Data center,0
Demande d'accès au serveur,Nouvelle imprimante à installer pour l'équipe marketing.,IT Cloud,1
Demande d'accès au serveur,Un utilisateur a dépassé le nombre de tentatives de connexion autorisées.,Telecom,1
Problème de connexion réseau,Un utilisateur a dépassé le nombre de tentatives de connexion autorisées.,End user and support,1
Erreur lors de l'ouverture de session,Un utilisateur a dépassé le nombre de tentatives de connexion autorisées.,Telecom,0
Mise à jour du logiciel,Le technicien demande un accès administratif pour le serveur de production.,End user and support,0
